Fish_0_next_x;Fish_0_next_y;Fish_0_angle_change_orientation;Fish_1_next_x;Fish_1_next_y;Fish_1_angle_change_orientation;Fish_2_next_x;Fish_2_next_y;Fish_2_angle_change_orientation
0.17706298828125;1.58453369140625;0.015164593060972764;0.001220703125;-2.957366943359375;-0.051696066570168675;1.74273681640625;1.042938232421875;-0.04273422041052477
0.46124267578125;3.170196533203125;-0.010048273573080913;0.0772705078125;-1.806854248046875;0.02168440091412064;1.47528076171875;0.548309326171875;-0.06562818623908662
0.48345947265625;2.8290252685546875;-0.028637922666213456;-0.11187744140625;-2.767669677734375;0.05631582670197219;2.219970703125;0.99853515625;-0.007902114010860828
-0.0103759765625;1.4547119140625;-0.02288087755702861;-0.08001708984375;-1.312164306640625;0.11426902555878805;2.24383544921875;1.596466064453125;-0.0019433103519022055
-0.46575927734375;0.9577178955078125;0.006878364300231146;-0.19012451171875;-2.586822509765625;0.026697796753887382;2.444091796875;1.4432373046875;0.026547943310235352
-0.1864013671875;0.9925994873046875;0.03979582606821472;0.02593994140625;-2.59454345703125;-0.0033106303717476138;1.96197509765625;0.89007568359375;0.04036424999362516
0.50946044921875;2.2606964111328125;0.02608143336132515;-0.1243896484375;-1.15985107421875;-0.015261141227775;1.1888427734375;0.713348388671875;0.03822011922994671
0.54205322265625;1.8365020751953125;0.040954582392787826;0.0924072265625;-1.3094482421875;-0.039001834665220336;2.149658203125;1.27532958984375;0.006942644888479624
0.31475830078125;3.225677490234375;0.048062633838468545;0.3125;-3.014251708984375;-0.0696220113315098;1.71337890625;1.07318115234375;-0.01397952204215347
0.23541259765625;3.48828125;0.028506494753380875;0.197998046875;-2.167755126953125;-0.012178853647219157;2.52685546875;0.939422607421875;-0.02709300437874962
0.34912109375;2.9919281005859375;-0.026046693002227173;0.0233154296875;-3.351959228515625;-0.0024192578387411956;1.35589599609375;1.11431884765625;-0.002206868524980088
0.0699462890625;1.4567413330078125;-0.038284041944420366;0.0218505859375;-1.925262451171875;0.06350950230316392;1.76885986328125;1.06427001953125;-0.042241622585955874
0.1456298828125;2.9944610595703125;-0.0036844745256443545;-0.06158447265625;-1.85015869140625;0.021356185807089863;1.33892822265625;1.19580078125;0.0003666782565707144
