Fish_0_linear_movement;Fish_0_angle_new_pos;Fish_0_angle_change_orientation;Fish_1_linear_movement;Fish_1_angle_new_pos;Fish_1_angle_change_orientation;Fish_2_linear_movement;Fish_2_angle_new_pos;Fish_2_angle_change_orientation
-2.9699550940361745;0.2655367773660304;6.27046276809842;-1.3947895305946096;2.064770003553036;6.24389998179964;-5.090840440421649;4.403668049057819;0.26111373806518623
-3.0109081743781454;0.4245113266855583;6.256273126531016;-1.451252680784736;0.49454106536359804;6.258745785938866;-3.7876297713761495;4.0134093526392265;0.1054625481369393
-2.5181144404203413;0.1835459254195213;0.03579254716282851;-1.4342561808817498;1.5428317104697915;6.235398453868554;-3.6909824531736755;3.195721429282578;6.25882686353214
-3.0666081837356134;0.22346194001950173;6.243903514561698;-1.8843098560192644;1.464932442441719;6.225137687635324;-4.21981543811747;2.684702545303199;6.166883595240323
-3.3983849383765317;6.120233509396319;0.0351420448261877;-1.0917971496984737;1.750413127165384;6.251497557495417;-3.9868715164769624;2.8334252202110797;6.218908480929061
-3.6235052043866003;5.9530945146436025;0.05297883244673155;-0.6762055952528293;2.0350109967925047;6.280114437132046;-4.770790729630611;3.1451158259960654;6.279479514138516
-3.1221180872801226;6.073242822020772;0.015656361540258297;-0.49556506754483093;2.972075889071992;0.01592276287723643;-4.4475217417940875;3.387644089991742;0.041254189492706796
-3.5421511203193807;6.209384664767756;0.028269537845752004;-0.5779739018112926;0.28715499166716146;0.005817809586611001;-4.115868527734801;3.3291906090855683;0.019947496816255336
-2.5196996596634356;0.23824599452378195;0.00577122245135087;-0.03518481220195142;5.092245308136787;0.0009106066455291627;-4.105661733054209;3.108745905864952;0.009929910559500108
-3.409299987057474;0.4183567900983228;6.228990264155764;-0.20836792265392184;1.4189700585632958;6.26568878194907;-4.4444334454905325;2.7820937158876307;6.193469445509284
-2.98712201814221;0.3784534624338441;6.262624882781308;-0.4361583225659261;0.675026215251017;6.278285232797411;-4.473241229407607;2.8485264292290493;6.212985033636125
-3.0789678014124124;0.19217220863145165;6.271136259758968;-0.5150894297006258;0.4102808281833068;6.263317838439561;-4.531525416163773;3.0016370270822033;6.250506222496167
-3.789780403733099;6.218725505827267;0.01943798375127484;-1.001916861743492;6.262662893613516;0.007294814129510683;-3.836442464627383;3.2908812144562103;0.016094797036289
-3.63420401758929;5.973007457065601;0.06554104474201337;-0.7459239589029452;5.617809259742772;0.027499531060262355;-3.936494585019978;3.1705523960311153;0.0028991118927270197
-2.8410089562383996;5.867009197869346;0.03957460062898628;-1.204945326673207;5.200574862856415;0.05489743768969221;-4.329327639367466;2.883975037813816;6.22231796277617
-3.6773951234660287;6.06077110676316;0.039578690761862004;-1.0932134415156458;5.218461709481313;0.02956978158562589;-4.151330115404705;2.8681619396648808;6.217444686945587
