;clusters_mov;clusters_pos;clusters_ori
0;-1.291439057698876;4.566003289473686;6.274611417184227
1;6.48637335526315;0.38106478873238414;0.04821024617438541
2;-4.590494771741894;3.1095414373853587;0.2009010600706711
3;-10.244820143884894;5.9235877862595245;6.1945715096481475
4;-3.0766935845670647;1.388123167155431;6.064714518760192
5;3.766076826196482;2.610301424312688;3.74
6;-8.013541867179981;3.78467352415027;5.5919444444444455
7;1.0125200876552263;5.352848056537107;0.5788888888888888
8;10.335685785536157;0.9802123786407781;0.006637316561919793
9;-0.605407183986842;1.827009213323886;0.11248295454546309
10;-5.530290471130012;6.165900887121447;6.140155210643007
11;5.104445893089959;0.12753752962865716;6.231816021724335
12;-15.843999999999996;3.50458870736601;5.927359550561797
13;-1.89053157589803;2.8945084533500305;0.27187265917603076
14;-3.7765966307022425;4.151742227979278;0.07832499999996845
15;-2.4623920171062013;2.2468421052631538;0.024486181915680305
16;14.346904761904756;0.648931325743658;0.9162500000000002
17;8.146974683544318;3.2922635274679886;0.37598290598290385
18;2.4612004950495097;5.654859046642745;0.1527728983689003
19;-6.651993972877949;4.984459459459455;6.2555648952843175
