Fish_0_next_x;Fish_0_next_y;Fish_0_angle_change_orientation;Fish_1_next_x;Fish_1_next_y;Fish_1_angle_change_orientation;Fish_2_next_x;Fish_2_next_y;Fish_2_angle_change_orientation
0.20938562407263817;1.6933849840763742;0.010847085745453256;-2.842768207652398;1.0032587489877187;0.018115403644517757;0.7607154152654516;1.5874949013505102;0.04581193329185786
-0.04897840085709504;2.0914943209288595;0.021706148088244535;-2.3380385196529687;0.6823381458904123;-0.0020631115496891894;0.08322880943347855;1.3171268150896935;-0.012415508780067697
-2.059635564149403;6.21445847617133;0.007336976428874874;-1.5910226686407896;0.5418532778103895;-0.029899909339381026;0.5500199669053245;2.165855976564785;-0.035682823263095464
1.0616541480151227;-0.826663271844609;0.053548564636770615;-2.4195802158766355;0.659503351609203;-0.03564869474745613;0.42012759129067945;1.4020005332283745;-0.05698064638350875
-0.3446551690385604;1.988180748971672;-0.03333838033835512;-1.299167137925565;0.4899169709898388;-0.024846791757268782;1.4425379583446443;1.883296370267658;-0.03134164902009928
0.24550569748168982;0.7152525169360615;-0.03206164271395817;-1.7567452580536838;0.9051952549305611;-0.013221210413752793;1.9848940873251308;2.0503427931784017;-0.0077601307455905655
-0.19797828132448103;1.5485778072085168;0.0043900491648287245;-1.607795355416215;0.8197470977513603;-0.008570960149397067;1.2222779528761976;1.676611053101965;-0.042212408970917714
-2.4298459983403973;8.78776245889594;-0.03115914580518009;-1.0895412144675447;0.5552526979903405;0.0023592800525858017;1.9648539159459801;1.7744772898556676;0.005285722392988525
-0.4900205999913396;0.5406434359879313;0.049371311941213976;-2.3752625990559864;1.3958124799771667;0.007050613657335226;1.7972332100005133;1.744983700688067;0.01149223400668721
1.2167645299895185;-5.864684345040018;-0.01485175330053412;-1.6353519051147032;0.3363994456921091;0.02263009126058553;1.3431652950553143;0.8694362499097679;0.03642628667030304
-0.12858952400574708;1.4522232836502553;-0.09540527999797899;-1.9937310406793358;0.8283332279287947;0.008044434327099432;1.6177865388908685;1.3765549607071534;0.01540013720923934
0.35955789125250703;1.7994428956849333;-0.01568463844840462;-2.6439026621636685;1.0808378558949698;-0.019696076452469846;0.9231631750058682;0.7229963134428772;-0.011408887140460067
0.6448447200011742;2.4703132911939747;-0.011563081837445033;-2.8415308587329946;1.052159250702914;-0.02096747920913966;1.0695839582998588;0.8655108548671251;-0.02188635941324435
0.9141718607727398;2.6509945781733677;-0.04848330292361869;-2.570761192491659;1.1355969122628835;-0.030223525566948517;2.2168867945443367;1.8788473157785575;0.004270242133024941
0.37066876387825687;1.48018231426056;-0.03407695183751347;-2.014418794126982;1.058070442816586;-0.04009194628304069;1.2532726111475654;0.5692715975525289;0.0040683431047663565
1.6068452497058843;6.2533922961488315;-0.02734036010953833;-1.3351716846195814;0.840944153542921;-0.02502732833775756;1.9534545021021472;1.5003358740084423;0.05315059498184852
0.029363462192804946;0.23653683734266906;-0.03465751304685494;-1.2484673852098922;1.030681063501504;-0.02489852929628622;1.6956512024182757;1.2634450319064854;0.051569798097626025
1.219828668989976;3.1810575849766565;0.21995059268738937;-1.3749072222271934;0.8477945454117162;0.007617092926486906;2.1688795043048685;2.055977026293931;0.06114344579201668
-0.47807247342962;-2.4289223913125397;-0.2874804276961491;-1.5889667157978238;1.215168386698167;0.015728592312261896;0.633297170797448;1.2406338101899337;-0.03144091420811623
0.484311307916073;1.0014552481538885;-0.05009777482033684;-2.2194151950025116;1.2736905296358145;0.03703852689857757;1.2369524991269714;1.603622052976334;-0.03635786280603792
0.9306817356173269;1.7377473838931792;-0.03863988731455503;-1.4248390335509384;0.980649448950544;0.014149452902640207;1.0018139700888469;0.7754092963261883;-0.057567981342339536
1.7080009521320108;2.9139554523965217;-0.054235792482489664;-1.7259412784256938;1.1915064349849445;-0.004768954875671305;2.0497789343547197;1.1670009383026354;-0.03693150016188618
1.8355532289129997;2.75202765277254;-0.09473330565277038;-2.155174975981822;1.2160069802298494;-0.0019715245502931467;2.067725686481083;1.5199922167605564;-0.030836447419378743
4.322789663036133;5.9652607684461145;-0.06860463719660181;-2.2106155499129727;1.4832980522397747;-0.021182451172077954;2.7592878821974978;1.8375823436268774;-0.0019386557603207066
2.7252419502323164;3.509804667061303;-0.09227083944398196;-2.000796362120809;1.467822081324016;-0.026341487209848857;2.3110311544155593;1.4337703857981978;0.017249806003364645
1.262085237615679;1.528507992034747;-0.09315821606377916;-1.150683075087045;0.6669746633045293;-0.019085976249024306;2.776528289384771;2.1544527296334763;0.010767960815556676
0.036969506385162276;0.048619121699175594;-0.07898670321517187;-2.2387462266664215;1.8337077539999882;0.003032566085141283;2.0103676814600817;1.8322924392972482;-0.02504534254402646
-2.5878343679592604;-2.6063850061372023;-0.08292453084329132;-0.7839388059204566;0.8167063064483955;0.003703329508495216;3.126254153825073;2.6814817654883427;-0.06533610997623818
2.5868659714528235;2.3869206451839773;-0.02926471414647036;-1.3977553275974515;1.2146254028131693;0.014394706953529582;2.6836213992870057;1.229300928276416;-0.011627877730035152
1.0662213897695096;0.9598676251557663;-0.0578775724285574;-2.3709386802252084;1.7906155642881458;0.028472298461421536;3.459589857730066;1.8213798175548845;-0.006158286278233227
2.6790439611446573;2.2075607820821403;-0.09308128671532856;-2.4910841478990733;1.7676810215654086;0.04072323891269622;2.572877247434576;0.6502295204006714;0.041759786997056125
0.5858860667065073;0.49980026407394007;-0.0796000206028431;-1.9413373206641609;1.197588677317185;0.019807856796793782;1.9019028036836403;0.38686614851974355;0.059623423860218315
0.5643109150262546;0.6008409325861805;-0.0794373629822882;-2.453693617919612;1.5091858474561377;-0.01258927521752451;2.4243766928676678;1.5137373438382156;-0.009564797254434154
2.197633895625927;1.2394687483756854;-0.05674105869460089;-2.2901619497960155;1.5727838225337791;-0.02386631114111637;1.9685175560977655;1.7785019736547838;-0.005117319073694837
0.17317547990484172;0.9680485423230039;-0.040712984538997965;-2.0563474940743163;1.1865595101431268;-0.010137489228985608;2.1152411808356533;1.190644872205553;-0.05132654226542943
0.5396397603930723;0.6213442250876255;-0.05417968655674965;-2.0209125692908856;1.406959374356802;-0.023923075349737033;2.518009706433986;0.525605404229168;-0.028162718634884953
1.7369548391392868;0.7485632749240381;-0.0066481750636269155;-1.2601182609013222;1.2643581609065109;-0.020941776888677488;2.7824624122915793;1.129314253647408;0.015275051367089133
0.6697873878060818;0.4707558955919353;-0.05561171682857946;-1.2512780642159669;0.999685833657395;0.012892678169149194;1.805691276358516;0.17042768458122737;0.027289825092069772
1.7523799227482186;0.19703898631667016;-0.01499202134215416;-1.604854246220384;1.5426125054186741;0.022080985689496204;2.3581636682210956;1.1193821496399323;-0.03175179717580967
1.5282468681469368;0.4633115412137272;-0.04315895770543943;-1.0544090392429553;1.0578597861825187;0.04059578332257003;1.4679677368739021;0.06836962582451633;0.009047937926421803
0.8725602963766619;0.2340523643528627;-0.09841303868404516;-2.5474725538268785;1.7321408164199283;0.025301370787048406;1.5504215780380832;0.26221926388109296;-0.010603337273129121
1.3895572480851115;0.05387400028240563;-0.10479085083940287;-2.584907608721551;1.7319774602028133;0.014489650733866311;2.0366253897233264;0.7032238936249087;-0.009321762049500748
1.6756095127937556;-0.6448982099733485;-0.060914164797945425;-1.5543683178675565;0.9439143126718363;0.01949179896644996;1.2430667361079486;-0.024771800432063174;-0.011756837464679037
0.8931419656028083;-2.9810536188979313;-0.00934544600293652;-2.310735826983887;1.3836409012420177;-0.015383057971104286;1.954868303354658;0.5834600894518189;0.010038545789244284
3.1045911828727526;2.6420874135000076;-0.026048306810529276;-2.250011317584722;1.3192858574595903;-0.025525798643808884;1.4956180604857536;0.14781106064651794;0.02046166533429618
0.8317963814766927;-0.6384313359486669;-0.009467913283318197;-1.322076617011362;0.8791808235630469;-0.02520682863247181;0.29170977305005863;-0.6099990621107736;-0.009846751877527815
