;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
0;647.728515625;121.83802032470703;625.1812133789062;115.30104064941406;575.4769897460938;101.6127700805664;568.9926147460938;95.09434509277344;354.48193359375;70.24964141845703;341.4715270996094;90.89854431152344;315.1163330078125;146.24169921875;315.2355651855469;156.53622436523438;389.50885009765625;126.94833374023438;402.483642578125;115.75283813476562;430.12652587890625;109.8885726928711;435.5456848144531;110.45953369140625
1;599.8316650390625;107.87382507324219;622.0296147663606;115.01278118154681;670.1784057617188;132.08819580078125;677.3411254882812;133.14305114746094;327.5215759277344;113.34617614746094;340.5998422670425;92.59982967409967;371.0933837890625;43.80640411376953;373.9888000488281;36.39952850341797;421.60760498046875;102.88786315917969;404.6516527312509;113.72030829832924;369.7173156738281;133.61354064941406;365.5710754394531;137.1785430908203
2;647.0858764648438;123.20149993896484;625.4397037109055;115.3947856212837;579.6063842773438;96.34854125976562;572.77734375;94.86377716064453;353.88336181640625;70.31231689453125;341.52834490470485;90.65567782206229;312.7646484375;137.1163787841797;309.95233154296875;144.08566284179688;382.524658203125;125.71640014648438;402.29982291844067;115.6687066381339;445.06756591796875;95.65628814697266;450.38507080078125;91.66777038574219
3;600.9176635742188;106.35846710205078;622.3022097462672;114.8744078363873;668.11572265625;135.05210876464844;674.968017578125;136.66517639160156;329.3130798339844;113.21392822265625;340.79405297178914;92.29722571430301;366.5504150390625;43.2376708984375;368.9078674316406;35.95391082763672;425.03070068359375;104.07815551757812;404.45123923617274;114.09924825497721;358.96734619140625;135.73800659179688;353.23248291015625;139.9326171875
4;646.9854736328125;124.68087005615234;625.8378422063427;115.42537489948086;581.4127197265625;93.47634887695312;574.5936889648438;91.6295166015625;352.3208312988281;69.54974365234375;341.51852558452237;90.54549378826036;317.0107727050781;139.11587524414062;314.78753662109375;146.2574462890625;382.2915954589844;125.41761016845703;402.771137457287;115.18637589292136;448.51373291015625;91.45386505126953;454.20513916015625;87.0691146850586
5;601.6646728515625;104.77703094482422;622.4350737758102;114.74407443208842;666.174560546875;138.0555419921875;672.9298095703125;140.09603881835938;330.8846740722656;113.65081024169922;340.8969758552309;92.2336711409754;363.04681396484375;42.31647872924805;364.8945007324219;34.99568557739258;424.7005310058594;103.62480163574219;404.3796293345281;114.1316932313047;358.97039794921875;138.6575469970703;353.34637451171875;143.12875366210938
6;646.4066162109375;126.2301025390625;625.9568480713144;115.5248922150489;583.2304077148438;90.59226989746094;576.5360107421875;88.30523681640625;350.8356018066406;69.01314544677734;341.48869083862047;90.49219232466677;320.67169189453125;140.11444091796875;318.9638977050781;147.32191467285156;382.59765625;126.0269775390625;402.79737646475286;115.19974846664331;447.977783203125;89.89148712158203;453.5506896972656;85.32404327392578
7;602.4755859375;103.23039245605469;622.554336547673;114.61913693708509;664.62744140625;140.93597412109375;671.2552490234375;143.43475341796875;332.3135681152344;113.96748352050781;340.97229626843546;92.21050247030779;359.8192138671875;41.818416595458984;361.20965576171875;34.50815200805664;424.39013671875;102.9831771850586;404.3714910055774;114.10093501203089;359.6358947753906;140.0124969482422;354.13916015625;144.65576171875
8;645.8580932617188;127.67938995361328;626.0350806869693;115.61766479980365;584.64306640625;87.81733703613281;578.0343627929688;85.1004867553711;349.5593566894531;68.65145111083984;341.46105969153353;90.42914967759253;323.73486328125;140.47836303710938;322.46356201171875;147.6903076171875;382.9544982910156;126.6458740234375;402.8226447000013;115.21501828893987;447.23687744140625;88.55573272705078;452.6712341308594;83.82237243652344
9;603.2131958007812;101.89266967773438;622.6941858120308;114.51515947626612;663.5504150390625;143.4816131591797;670.0886840820312;146.3843994140625;333.49517822265625;114.19342803955078;341.0316169902112;92.17679004085059;357.2132263183594;41.43136978149414;358.2328796386719;34.13275909423828;424.0435485839844;102.34738159179688;404.36014126361766;114.07273409554959;360.3821105957031;141.3544921875;355.0230712890625;146.16397094726562
10;645.357666015625;128.873046875;626.1124801366351;115.69712667904204;585.8988037109375;85.50494384765625;579.3818969726562;82.41931915283203;348.502685546875;68.30231475830078;341.43548159925325;90.3592582130382;326.1365051269531;140.89134216308594;325.21331787109375;148.1224365234375;383.3333740234375;127.26614379882812;402.8475053340379;115.23157512058202;446.447021484375;87.21720123291016;451.7366027832031;82.31954956054688
11;603.8529052734375;100.81368255615234;622.8339436354053;114.44107696183183;662.7431030273438;145.59622192382812;669.2199096679688;148.82843017578125;334.5292053222656;114.39329528808594;341.0823949108612;92.13599682928088;354.9936828613281;40.999324798583984;355.69219970703125;33.69757080078125;423.6643371582031;101.72139739990234;404.3454186534454;114.04724124830868;361.2033996582031;142.68487548828125;355.9916687011719;147.65655517578125
12;644.9319458007812;129.81820678710938;626.1802238615882;115.76626597341978;586.9312133789062;83.66766357421875;580.49755859375;80.28565979003906;347.5105895996094;67.98902130126953;341.4059354593157;90.31277845259618;328.3623352050781;141.4174041748047;327.76324462890625;148.67857360839844;383.7343444824219;127.87897491455078;402.869832754651;115.2509975214326;445.59088134765625;85.90978240966797;450.727783203125;80.85250854492188
13;604.4802856445312;99.98323822021484;622.9879842634176;114.38796365297128;661.9945068359375;147.236083984375;668.3870239257812;150.731689453125;335.5401611328125;114.59778594970703;341.129215496556;92.10546136134204;352.8195495605469;40.51569366455078;353.20135498046875;33.201393127441406;423.2591247558594;101.11347961425781;404.3275971067418;114.0249130688386;362.0834045410156;143.98007202148438;357.0263977050781;149.1081085205078
14;644.5521850585938;130.58387756347656;626.2668785222567;115.83038554133833;587.9741821289062;82.21353149414062;581.635498046875;78.59015655517578;346.5097961425781;67.71941375732422;341.37367882421677;90.28043389317642;330.5796813964844;141.9026336669922;330.3011169433594;149.18435668945312;384.1510009765625;128.4786376953125;402.8901177230629;115.27253075078802;444.6898498535156;84.64065551757812;449.669189453125;79.42947387695312
15;605.109375;99.2984619140625;623.14621866537;114.34696895475554;661.1705932617188;148.58609008789062;667.457763671875;152.30572509765625;336.5579528808594;114.79765319824219;341.17527341776645;92.09360130777138;350.6433410644531;40.09811782836914;350.7084045410156;32.7768440246582;422.8361511230469;100.52348327636719;404.30793535344554;114.00501624715298;362.99774169921875;145.2371826171875;358.099609375;150.515869140625
16;644.1704711914062;131.2558135986328;626.3611883301778;115.89486250688277;589.095703125;80.98104858398438;582.8695068359375;77.14518737792969;345.51702880859375;67.46125030517578;341.33861408750624;90.22827472235652;332.6988525390625;142.22854614257812;332.7298889160156;149.51881408691406;384.58123779296875;129.06576538085938;402.90956473340594;115.29519697657382;443.75799560546875;83.40309143066406;448.5762939453125;78.04277038574219
17;605.7217407226562;98.68445587158203;623.2913960836147;114.31434235661638;660.2893676757812;149.79510498046875;666.4692993164062;153.71688842773438;337.5577697753906;114.91688537597656;341.2169693132801;92.05416932525712;348.5015869140625;39.772972106933594;348.26080322265625;32.46324920654297;422.39691162109375;99.94593811035156;404.2861302092104;113.98772853799562;363.93780517578125;146.47825622558594;359.20166015625;151.90432739257812
